District,split,fold_id,rmse,mae,smape,mase,n_obs_scored,n_obs_total,ljung_box_stat_lag26,ljung_box_pvalue_lag26,ljung_box_stat_lag52,ljung_box_pvalue_lag52
Kurunegala,validation,9,59.62318101092246,55.295920988944644,83.0209758869276,1.320636593308743,52,52,,,,
Kurunegala,validation,10,35.161320698250975,27.230926025430037,49.49282633026213,0.5051297785243141,52,52,,,,
Kurunegala,validation,11,108.09934346074098,106.01227784999732,157.73666390648756,2.0247378273312964,51,52,,,,
Kurunegala,validation,12,36.28260776106679,22.908990833009824,88.68492472884155,0.43927719045574143,51,52,,,,
Kurunegala,validation,13,20.977523194764,17.30882141972469,49.84459519585005,0.3397111104419608,51,52,,,,
Kurunegala,validation,14,39.13731533344199,27.544799381569575,49.27189204749472,0.5578236814763763,52,52,,,,
Kurunegala,validation_aggregate,aggregate,37.709961547254395,26.650189976819725,80.0124854884327,0.8561816109045319,724,728,5265.336180506121,0.0,5452.185440845175,0.0
Kurunegala,holdout,holdout,46.933153292724874,18.237678196465563,41.27692726724363,0.3792080838306196,104,104,,,,
Mannar,validation,1,19.62337695395273,10.538461538461538,176.9230769230769,17.9672131147541,52,52,,,,
Mannar,validation,2,14.020044993563948,7.683493589743589,149.6502884028395,2.0010434056761266,52,52,,,,
Mannar,validation,3,4.261772661110582,2.4780163930674637,143.0504207052706,0.44510139011919897,52,52,,,,
Mannar,validation,4,2.227402837872363,1.2978384494545776,143.94498415198532,0.2617827749093795,52,52,,,,
Mannar,validation,5,9.538021286964323,4.6797413023461,181.0474431703424,1.043659246842018,52,52,,,,
Mannar,validation,6,3.5349772090907323,1.762319537635801,146.1598797316599,0.3804770532025098,51,52,,,,
Mannar,validation,7,3.4107395256836575,2.2182478632478633,151.23782110504774,0.4665853336279084,52,52,,,,
Mannar,validation,8,16.427950985343347,10.756122987962526,177.24656563350015,2.416756659783287,52,52,,,,
Mannar,validation,9,9.221272276978212,4.288966842798734,134.4091578120332,0.8671681594729682,52,52,,,,
Mannar,validation,10,9.088984905806777,4.513255810593089,172.51489589662464,0.8087254989116821,52,52,,,,
Mannar,validation,11,8.538676934203979,3.5372969863586787,161.43320438341257,0.6239928319668457,51,52,,,,
Mannar,validation,12,137.76956879380975,22.31334164119391,123.0155178974764,3.9280352928390014,51,52,,,,
Mannar,validation,13,,,,,0,52,,,,
Mannar,validation,14,3.918888348054927,2.433290946401762,146.34211844788294,0.3504628100556292,52,52,,,,
Mannar,validation_aggregate,aggregate,9.088984905806777,4.288966842798734,149.6502884028395,0.8087254989116821,673,728,2.1567651266939105,0.9999999998422225,7.310431753884764,0.999999999999968
Mannar,holdout,holdout,38.498722389231936,7.659845343928164,176.5391633308957,1.1185137506165503,104,104,,,,
Matale,validation,1,28.694552966609866,27.674260569180092,125.15899922066025,1.5753273668279855,52,52,,,,
Matale,validation,2,4.482997126437209,3.6757123480173486,60.20589504588681,0.16722400883368516,52,52,,,,
Matale,validation,3,6.154559008095487,5.06401633995347,82.4870909779897,0.27998814426111696,52,52,,,,
Matale,validation,4,4.015866108479891,2.9803395419733487,54.12163265299055,0.18862908493502206,52,52,,,,
Matale,validation,5,8.896778980739924,6.010440834284204,71.03345592332239,0.42609805505491294,52,52,,,,
Matale,validation,6,15.834466417420767,14.962182072918187,138.45662102884222,1.146817071918766,51,52,,,,
Matale,validation,7,17.216578721113446,11.60484480234722,125.88517236887536,0.9131609012085886,52,52,,,,
Matale,validation,8,71.96363357299,51.006911801152796,134.84221211942713,4.017106793871422,52,52,,,,
Matale,validation,9,24.95503566218395,23.041847844827853,86.39167560793007,1.4451721980410253,52,52,,,,
Matale,validation,10,68.49432892472056,31.843335154262256,68.97022139715709,1.7278154248385993,52,52,,,,
