District,Year,Week,Week_Start_Date,Week_End_Date,Number_of_Cases
Trincomalee,2017,39,2017-09-23,2017-09-29,20
Trincomalee,2017,40,2017-09-30,2017-10-06,16
Trincomalee,2017,41,2017-10-07,2017-10-13,19
Trincomalee,2017,42,2017-10-14,2017-10-20,14
Trincomalee,2017,43,2017-10-21,2017-10-27,21
Trincomalee,2017,44,2017-10-28,2017-11-03,11
Trincomalee,2017,45,2017-11-04,2017-11-10,31
Trincomalee,2017,46,2017-11-11,2017-11-17,34
Trincomalee,2017,47,2017-11-18,2017-11-24,29
Trincomalee,2017,48,2017-11-25,2017-12-01,16
Trincomalee,2017,49,2017-12-02,2017-12-08,30
Trincomalee,2017,50,2017-12-09,2017-12-15,32
Trincomalee,2017,51,2017-12-16,2017-12-22,17
Trincomalee,2017,52,2017-12-23,2017-12-29,25
Trincomalee,2018,1,2017-12-30,2018-01-05,34
Trincomalee,2018,2,2018-01-06,2018-01-12,26
Trincomalee,2018,3,2018-01-13,2018-01-19,12
Trincomalee,2018,4,2018-01-20,2018-01-26,20
Trincomalee,2018,5,2018-01-27,2018-02-02,24
Trincomalee,2018,6,2018-02-03,2018-02-09,19
Trincomalee,2018,7,2018-02-10,2018-02-16,16
Trincomalee,2018,8,2018-02-17,2018-02-23,21
Trincomalee,2018,9,2018-02-24,2018-03-02,14
Trincomalee,2018,10,2018-03-03,2018-03-09,16
Trincomalee,2018,11,2018-03-10,2018-03-16,4
Trincomalee,2018,12,2018-03-17,2018-03-23,9
Trincomalee,2018,13,2018-03-24,2018-03-30,10
Trincomalee,2018,14,2018-03-31,2018-04-06,12
Trincomalee,2018,15,2018-04-07,2018-04-13,9
Trincomalee,2018,16,2018-04-14,2018-04-20,21
Trincomalee,2018,17,2018-04-21,2018-04-27,23
Trincomalee,2018,18,2018-04-28,2018-05-04,16
Trincomalee,2018,19,2018-05-05,2018-05-11,42
Trincomalee,2018,20,2018-05-12,2018-05-18,34
Trincomalee,2018,21,2018-05-19,2018-05-25,27
Trincomalee,2018,22,2018-05-26,2018-06-01,25
Trincomalee,2018,23,2018-06-02,2018-06-08,36
Trincomalee,2018,24,2018-06-09,2018-06-15,33
Trincomalee,2018,25,2018-06-16,2018-06-22,64
Trincomalee,2018,26,2018-06-23,2018-06-29,60
Trincomalee,2018,27,2018-06-30,2018-07-06,52
Trincomalee,2018,28,2018-07-07,2018-07-13,57
Trincomalee,2018,29,2018-07-14,2018-07-20,43
Trincomalee,2018,30,2018-07-21,2018-07-27,23
Trincomalee,2018,31,2018-07-28,2018-08-03,23
Trincomalee,2018,32,2018-08-04,2018-08-10,23
Trincomalee,2018,33,2018-08-11,2018-08-17,16
Trincomalee,2018,34,2018-08-18,2018-08-24,9
Trincomalee,2018,35,2018-08-25,2018-08-31,4
Trincomalee,2018,36,2018-09-01,2018-09-07,10
Trincomalee,2018,37,2018-09-08,2018-09-14,7
Trincomalee,2018,38,2018-09-15,2018-09-21,4
Trincomalee,2018,39,2018-09-22,2018-09-28,2
Trincomalee,2018,40,2018-09-29,2018-10-05,10
Trincomalee,2018,41,2018-10-06,2018-10-12,0
Trincomalee,2018,42,2018-10-13,2018-10-19,1
Trincomalee,2018,43,2018-10-20,2018-10-26,2
Trincomalee,2018,44,2018-10-27,2018-11-02,7
Trincomalee,2018,45,2018-11-03,2018-11-09,9
Trincomalee,2018,46,2018-11-10,2018-11-16,19
Trincomalee,2018,47,2018-11-17,2018-11-23,19
Trincomalee,2018,48,2018-11-24,2018-11-30,43
Trincomalee,2018,49,2018-12-01,2018-12-07,37
Trincomalee,2018,50,2018-12-08,2018-12-14,53
Trincomalee,2018,51,2018-12-15,2018-12-21,45
Trincomalee,2018,52,2018-12-22,2018-12-28,26
Trincomalee,2019,1,2018-12-29,2019-01-04,39
Trincomalee,2019,2,2019-01-05,2019-01-11,32
Trincomalee,2019,3,2019-01-12,2019-01-18,5
Trincomalee,2019,4,2019-01-19,2019-01-25,11
Trincomalee,2019,5,2019-01-26,2019-02-01,6
Trincomalee,2019,6,2019-02-02,2019-02-08,21
Trincomalee,2019,7,2019-02-09,2019-02-15,17
Trincomalee,2019,8,2019-02-16,2019-02-22,19
Trincomalee,2019,9,2019-02-23,2019-03-01,18
Trincomalee,2019,10,2019-03-02,2019-03-08,39
Trincomalee,2019,11,2019-03-09,2019-03-15,38
Trincomalee,2019,12,2019-03-16,2019-03-22,30
Trincomalee,2019,13,2019-03-23,2019-03-29,16
Trincomalee,2019,14,2019-03-30,2019-04-05,35
Trincomalee,2019,15,2019-04-06,2019-04-12,17
Trincomalee,2019,16,2019-04-13,2019-04-19,30
Trincomalee,2019,17,2019-04-20,2019-04-26,13
Trincomalee,2019,18,2019-04-27,2019-05-03,10
Trincomalee,2019,19,2019-05-04,2019-05-10,5
Trincomalee,2019,20,2019-05-11,2019-05-17,12
Trincomalee,2019,21,2019-05-18,2019-05-24,10
Trincomalee,2019,22,2019-05-25,2019-05-31,20
Trincomalee,2019,23,2019-06-01,2019-06-07,24
Trincomalee,2019,24,2019-06-08,2019-06-14,25
Trincomalee,2019,25,2019-06-15,2019-06-21,14
Trincomalee,2019,26,2019-06-22,2019-06-28,12
Trincomalee,2019,27,2019-06-29,2019-07-05,8
Trincomalee,2019,28,2019-07-06,2019-07-12,4
Trincomalee,2019,29,2019-07-13,2019-07-19,20
Trincomalee,2019,30,2019-07-20,2019-07-26,15
Trincomalee,2019,31,2019-07-27,2019-08-02,15
Trincomalee,2019,32,2019-08-03,2019-08-09,12
Trincomalee,2019,33,2019-08-10,2019-08-16,8
Trincomalee,2019,34,2019-08-17,2019-08-23,9
Trincomalee,2019,35,2019-08-24,2019-08-30,6
Trincomalee,2019,36,2019-08-31,2019-09-06,7
Trincomalee,2019,37,2019-09-07,2019-09-13,9
Trincomalee,2019,38,2019-09-14,2019-09-20,11
Trincomalee,2019,39,2019-09-21,2019-09-27,13
Trincomalee,2019,40,2019-09-28,2019-10-04,15
Trincomalee,2019,41,2019-10-05,2019-10-11,5
Trincomalee,2019,42,2019-10-12,2019-10-18,29
Trincomalee,2019,43,2019-10-19,2019-10-25,34
Trincomalee,2019,44,2019-10-26,2019-11-01,49
Trincomalee,2019,45,2019-11-02,2019-11-08,62
Trincomalee,2019,46,2019-11-09,2019-11-15,75
Trincomalee,2019,47,2019-11-16,2019-11-22,150
Trincomalee,2019,48,2019-11-23,2019-11-29,196
Trincomalee,2019,49,2019-11-30,2019-12-06,242
Trincomalee,2019,50,2019-12-07,2019-12-13,254
Trincomalee,2019,51,2019-12-14,2019-12-20,286
Trincomalee,2019,52,2019-12-21,2019-12-27,297
Trincomalee,2019,53,2019-12-28,2020-01-03,284
Trincomalee,2020,2,2020-01-04,2020-01-10,263
Trincomalee,2020,3,2020-01-11,2020-01-17,433
Trincomalee,2020,4,2020-01-18,2020-01-24,399
Trincomalee,2020,5,2020-01-25,2020-01-31,305
Trincomalee,2020,6,2020-02-01,2020-02-07,229
Trincomalee,2020,7,2020-02-08,2020-02-14,145
Trincomalee,2020,8,2020-02-15,2020-02-21,91
Trincomalee,2020,9,2020-02-21,2020-02-28,71
Trincomalee,2020,10,2020-02-29,2020-03-06,46
Trincomalee,2020,11,2020-03-07,2020-03-13,43
Trincomalee,2020,12,2020-03-14,2020-03-20,22
Trincomalee,2020,13,2020-03-21,2020-03-27,14
Trincomalee,2020,14,2020-03-28,2020-04-03,18
Trincomalee,2020,15,2020-04-04,2020-04-10,7
Trincomalee,2020,16,2020-04-11,2020-04-17,7
Trincomalee,2020,17,2020-04-18,2020-04-24,3
Trincomalee,2020,18,2020-04-25,2020-05-01,1
Trincomalee,2020,19,2020-05-02,2020-05-08,0
Trincomalee,2020,20,2020-05-09,2020-05-15,6
Trincomalee,2020,21,2020-05-16,2020-05-22,2
Trincomalee,2020,22,2020-05-23,2020-05-29,8
Trincomalee,2020,23,2020-05-30,2020-06-05,3
Trincomalee,2020,24,2020-06-06,2020-06-12,4
Trincomalee,2020,25,2020-06-13,2020-06-19,0
Trincomalee,2020,26,2020-06-20,2020-06-26,4
Trincomalee,2020,27,2020-06-27,2020-07-03,1
Trincomalee,2020,28,2020-07-04,2020-07-10,3
Trincomalee,2020,29,2020-07-11,2020-07-17,6
Trincomalee,2020,30,2020-07-18,2020-07-24,1
Trincomalee,2020,31,2020-07-25,2020-07-31,3
Trincomalee,2020,32,2020-08-01,2020-08-07,2
Trincomalee,2020,33,2020-08-08,2020-08-14,0
Trincomalee,2020,34,2020-08-15,2020-08-21,1
Trincomalee,2020,35,2020-08-22,2020-08-28,2
Trincomalee,2020,36,2020-08-29,2020-09-04,2
Trincomalee,2020,37,2020-09-05,2020-09-11,1
Trincomalee,2020,38,2020-09-12,2020-09-18,0
Trincomalee,2020,39,2020-09-19,2020-09-25,0
Trincomalee,2020,40,2020-09-26,2020-10-02,1
Trincomalee,2020,41,2020-10-03,2020-10-09,1
Trincomalee,2020,42,2020-10-10,2020-10-16,0
Trincomalee,2020,43,2020-10-17,2020-10-23,1
Trincomalee,2020,44,2020-10-24,2020-10-30,1
Trincomalee,2020,45,2020-10-31,2020-11-06,0
Trincomalee,2020,46,2020-11-07,2020-11-13,1
Trincomalee,2020,47,2020-11-14,2020-11-20,1
Trincomalee,2020,48,2020-11-21,2020-11-27,1
Trincomalee,2020,49,2020-11-28,2020-12-04,1
Trincomalee,2020,50,2020-12-05,2020-12-11,3
Trincomalee,2020,51,2020-12-12,2020-12-18,2
Trincomalee,2020,52,2020-12-19,2020-12-25,2
Trincomalee,2021,1,2020-12-26,2021-01-01,109
Trincomalee,2021,2,2021-01-02,2021-01-08,1
Trincomalee,2021,3,2021-01-09,2021-01-15,4
Trincomalee,2021,4,2021-01-16,2021-01-22,4
Trincomalee,2021,5,2021-01-23,2021-01-29,4
Trincomalee,2021,6,2021-01-30,2021-02-05,5
Trincomalee,2021,7,2021-02-06,2021-02-12,13
Trincomalee,2021,8,2021-02-13,2021-02-19,7
Trincomalee,2021,9,2021-02-20,2021-02-26,8
Trincomalee,2021,10,2021-02-27,2021-03-05,9
Trincomalee,2021,11,2021-03-06,2021-03-12,12
Trincomalee,2021,12,2021-03-13,2021-03-19,3
Trincomalee,2021,13,2021-03-20,2021-03-26,2
Trincomalee,2021,14,2021-03-27,2021-04-02,2
Trincomalee,2021,15,2021-04-03,2021-04-09,3
Trincomalee,2021,16,2021-04-10,2021-04-16,1
Trincomalee,2021,17,2021-04-17,2021-04-23,7
Trincomalee,2021,18,2021-04-24,2021-04-30,5
Trincomalee,2021,19,2021-05-01,2021-05-07,2
Trincomalee,2021,20,2021-05-08,2021-05-14,0
Trincomalee,2021,21,2021-05-15,2021-05-21,1
Trincomalee,2021,22,2021-05-22,2021-05-28,0
Trincomalee,2021,23,2021-05-29,2021-06-04,1
Trincomalee,2021,24,2021-06-05,2021-06-11,1
Trincomalee,2021,25,2021-06-12,2021-06-18,0
Trincomalee,2021,26,2021-06-19,2021-06-25,0
Trincomalee,2021,27,2021-06-26,2021-07-02,1
Trincomalee,2021,28,2021-07-03,2021-07-09,0
Trincomalee,2021,29,2021-07-10,2021-07-16,0
Trincomalee,2021,30,2021-07-17,2021-07-23,0
Trincomalee,2021,31,2021-07-24,2021-07-30,0
Trincomalee,2021,32,2021-07-31,2021-08-06,0
Trincomalee,2021,33,2021-08-07,2021-08-13,2
Trincomalee,2021,34,2021-08-14,2021-08-20,0
Trincomalee,2021,35,2021-08-21,2021-08-27,0
Trincomalee,2021,36,2021-08-28,2021-09-03,0
Trincomalee,2021,37,2021-09-04,2021-09-10,3
Trincomalee,2021,38,2021-09-11,2021-09-17,0
Trincomalee,2021,39,2021-09-18,2021-09-24,2
Trincomalee,2021,40,2021-09-25,2021-10-01,1
Trincomalee,2021,41,2021-10-02,2021-10-08,0
Trincomalee,2021,43,2021-10-16,2021-10-22,2
Trincomalee,2021,44,2021-10-23,2021-10-29,0
Trincomalee,2021,45,2021-10-30,2021-11-05,3
Trincomalee,2021,46,2021-11-06,2021-11-12,11
Trincomalee,2021,47,2021-11-13,2021-11-19,6
Trincomalee,2021,48,2021-11-20,2021-11-26,20
Trincomalee,2021,49,2021-11-27,2021-12-03,22
Trincomalee,2021,50,2021-12-04,2021-12-10,10
Trincomalee,2021,51,2021-12-11,2021-12-17,30
Trincomalee,2021,52,2021-12-18,2021-12-24,30
Trincomalee,2021,53,2021-12-25,2021-12-31,30
Trincomalee,2022,1,2022-01-01,2022-01-07,33
Trincomalee,2022,2,2022-01-08,2022-01-14,19
Trincomalee,2022,3,2022-01-15,2022-01-21,37
Trincomalee,2022,4,2022-01-22,2022-01-28,21
Trincomalee,2022,5,2022-01-29,2022-02-04,33
Trincomalee,2022,6,2022-02-05,2022-02-11,3
Trincomalee,2022,7,2022-02-12,2022-02-18,37
Trincomalee,2022,8,2022-02-19,2022-02-25,34
Trincomalee,2022,9,2022-02-26,2022-03-04,26
Trincomalee,2022,10,2022-03-05,2022-03-11,21
Trincomalee,2022,11,2022-03-12,2022-03-18,23
Trincomalee,2022,12,2022-03-19,2022-03-25,32
Trincomalee,2022,13,2022-03-26,2022-04-01,36
Trincomalee,2022,14,2022-04-02,2022-04-08,50
Trincomalee,2022,15,2022-04-09,2022-04-15,29
Trincomalee,2022,16,2022-04-16,2022-04-22,90
Trincomalee,2022,17,2022-04-23,2022-04-29,73
Trincomalee,2022,18,2022-04-30,2022-05-06,89
Trincomalee,2022,19,2022-05-07,2022-05-13,50
Trincomalee,2022,20,2022-05-14,2022-05-20,21
Trincomalee,2022,21,2022-05-21,2022-05-27,18
Trincomalee,2022,22,2022-05-28,2022-06-03,21
Trincomalee,2022,23,2022-06-04,2022-06-10,16
Trincomalee,2022,24,2022-06-11,2022-06-17,6
Trincomalee,2022,25,2022-06-18,2022-06-24,20
Trincomalee,2022,26,2022-06-25,2022-07-01,4
Trincomalee,2022,27,2022-07-02,2022-07-08,8
Trincomalee,2022,28,2022-07-09,2022-07-15,6
Trincomalee,2022,29,2022-07-16,2022-07-22,6
Trincomalee,2022,30,2022-07-23,2022-07-29,1
Trincomalee,2022,31,2022-07-30,2022-08-05,4
Trincomalee,2022,32,2022-08-06,2022-08-12,4
Trincomalee,2022,33,2022-08-13,2022-08-19,3
Trincomalee,2022,34,2022-08-20,2022-08-26,1
Trincomalee,2022,35,2022-08-27,2022-09-02,0
Trincomalee,2022,36,2022-09-03,2022-09-09,2
Trincomalee,2022,37,2022-09-10,2022-09-16,0
Trincomalee,2022,38,2022-09-17,2022-09-23,5
Trincomalee,2022,39,2022-09-24,2022-09-30,2
Trincomalee,2022,40,2022-10-01,2022-10-07,7
Trincomalee,2022,41,2022-10-08,2022-10-14,6
Trincomalee,2022,42,2022-10-15,2022-10-21,5
Trincomalee,2022,44,2022-10-29,2022-11-04,8
Trincomalee,2022,45,2022-11-05,2022-11-11,0
Trincomalee,2022,46,2022-11-12,2022-11-18,6
Trincomalee,2022,47,2022-11-19,2022-11-25,4
Trincomalee,2022,48,2022-11-26,2022-12-02,10
Trincomalee,2022,49,2022-12-03,2022-12-09,15
Trincomalee,2022,50,2022-12-10,2022-12-16,12
Trincomalee,2022,51,2022-12-17,2022-12-23,21
Trincomalee,2022,52,2022-12-24,2022-12-30,23
Trincomalee,2023,1,2022-12-31,2023-01-06,19
Trincomalee,2023,2,2023-01-07,2023-01-13,31
Trincomalee,2023,3,2023-01-14,2023-01-20,41
Trincomalee,2023,4,2023-01-21,2023-01-27,34
Trincomalee,2023,5,2023-01-28,2023-02-03,22
Trincomalee,2023,6,2023-02-04,2023-02-10,35
Trincomalee,2023,7,2023-02-11,2023-02-17,68
Trincomalee,2023,8,2023-02-18,2023-02-24,29
Trincomalee,2023,9,2023-02-25,2023-03-03,74
Trincomalee,2023,10,2023-03-04,2023-03-10,51
Trincomalee,2023,11,2023-03-11,2023-03-17,41
Trincomalee,2023,12,2023-03-18,2023-03-24,86
Trincomalee,2023,13,2023-03-25,2023-03-31,108
Trincomalee,2023,14,2023-04-01,2023-04-07,118
Trincomalee,2023,15,2023-04-08,2023-04-14,81
Trincomalee,2023,16,2023-04-15,2023-04-21,156
Trincomalee,2023,17,2023-04-22,2023-04-28,122
Trincomalee,2023,18,2023-04-29,2023-05-05,101
Trincomalee,2023,19,2023-05-06,2023-05-12,75
Trincomalee,2023,20,2023-05-13,2023-05-19,91
Trincomalee,2023,21,2023-05-20,2023-05-26,38
Trincomalee,2023,22,2023-05-27,2023-06-02,82
Trincomalee,2023,23,2023-06-03,2023-06-09,77
Trincomalee,2023,24,2023-06-10,2023-06-16,70
Trincomalee,2023,25,2023-06-17,2023-06-23,53
Trincomalee,2023,26,2023-06-24,2023-06-30,34
Trincomalee,2023,27,2023-07-01,2023-07-07,23
Trincomalee,2023,28,2023-07-08,2023-07-14,28
Trincomalee,2023,29,2023-07-15,2023-07-21,13
Trincomalee,2023,30,2023-07-22,2023-07-28,18
Trincomalee,2023,31,2023-07-29,2023-08-04,13
Trincomalee,2023,32,2023-08-05,2023-08-11,4
Trincomalee,2023,33,2023-08-12,2023-08-18,6
Trincomalee,2023,34,2023-08-19,2023-08-25,11
Trincomalee,2023,35,2023-08-26,2023-09-01,2
Trincomalee,2023,36,2023-09-02,2023-09-08,8
Trincomalee,2023,37,2023-09-09,2023-09-15,2
Trincomalee,2023,38,2023-09-16,2023-09-22,2
Trincomalee,2023,39,2023-09-23,2023-09-29,3
Trincomalee,2023,40,2023-08-30,2023-09-06,8
Trincomalee,2023,41,2023-10-07,2023-10-13,6
Trincomalee,2023,42,2023-10-14,2023-10-20,5
Trincomalee,2023,43,2023-10-21,2023-10-27,8
Trincomalee,2023,44,2023-10-28,2023-11-03,14
Trincomalee,2023,45,2023-11-04,2023-11-10,1
Trincomalee,2023,46,2023-11-11,2023-11-17,6
Trincomalee,2023,47,2023-11-18,2023-11-24,5
Trincomalee,2023,48,2023-11-25,2023-12-01,21
Trincomalee,2023,49,2023-12-02,2023-12-08,20
Trincomalee,2023,50,2023-12-09,2023-12-15,21
Trincomalee,2023,51,2023-12-16,2023-12-22,28
Trincomalee,2023,52,2023-12-23,2023-12-29,23
Trincomalee,2024,1,2023-12-30,2024-01-05,42
Trincomalee,2024,2,2024-01-06,2024-01-12,50
Trincomalee,2024,3,2024-01-13,2024-01-19,33
Trincomalee,2024,4,2024-01-20,2024-01-26,42
Trincomalee,2024,5,2024-01-27,2024-02-02,29
Trincomalee,2024,6,2024-02-03,2024-02-09,31
Trincomalee,2024,7,2024-02-10,2024-02-16,33
Trincomalee,2024,8,2024-02-17,2024-02-23,26
Trincomalee,2024,9,2024-02-24,2024-03-01,26
Trincomalee,2024,10,2024-03-02,2024-03-08,13
Trincomalee,2024,11,2024-03-09,2024-03-15,23
Trincomalee,2024,12,2024-03-16,2024-03-22,21
Trincomalee,2024,13,2024-03-23,2024-03-29,12
Trincomalee,2024,14,2024-03-30,2024-04-05,7
Trincomalee,2024,15,2024-04-06,2024-04-12,9
Trincomalee,2024,16,2024-04-13,2024-04-19,17
Trincomalee,2024,17,2024-04-20,2024-04-26,9
Trincomalee,2024,18,2024-04-27,2024-05-03,19
Trincomalee,2024,19,2024-05-04,2024-05-10,18
Trincomalee,2024,20,2024-05-11,2024-05-17,12
Trincomalee,2024,21,2024-05-18,2024-05-24,6
Trincomalee,2024,22,2024-05-25,2024-05-31,7
Trincomalee,2024,23,2024-05-01,2024-05-07,10
Trincomalee,2024,24,2024-06-08,2024-06-14,7
Trincomalee,2024,25,2024-06-15,2024-06-21,12
Trincomalee,2024,26,2024-06-22,2024-06-28,10
Trincomalee,2024,27,2024-06-29,2024-07-05,11
Trincomalee,2024,28,2024-07-06,2024-07-12,7
Trincomalee,2024,29,2024-07-13,2024-07-19,14
Trincomalee,2024,30,2024-07-20,2024-07-26,8
Trincomalee,2024,31,2024-07-27,2024-08-02,12
Trincomalee,2024,32,2024-08-03,2024-08-09,12
Trincomalee,2024,33,2024-08-10,2024-08-16,10
Trincomalee,2024,34,2024-08-17,2024-08-23,3
Trincomalee,2024,35,2024-08-17,2024-08-23,8
Trincomalee,2024,36,2024-08-31,2024-09-06,2
Trincomalee,2024,37,2024-09-07,2024-09-13,6
Trincomalee,2024,38,2024-09-14,2024-09-20,3
Trincomalee,2024,39,2024-09-21,2024-09-27,2
Trincomalee,2024,40,2024-09-28,2024-10-04,2
Trincomalee,2024,41,2024-10-05,2024-10-11,5
Trincomalee,2024,42,2024-10-12,2024-10-18,3
Trincomalee,2024,43,2024-10-19,2024-10-25,4
Trincomalee,2024,44,2024-10-26,2024-11-01,9
Trincomalee,2024,45,2024-11-02,2024-11-08,8
Trincomalee,2024,46,2024-11-09,2024-11-15,16
Trincomalee,2024,47,2024-11-16,2024-11-22,13
Trincomalee,2024,48,2024-11-23,2024-11-29,9
Trincomalee,2024,49,2024-11-30,2024-12-06,14
Trincomalee,2024,50,2024-12-07,2024-12-13,20
Trincomalee,2024,51,2024-12-14,2024-12-20,19
Trincomalee,2024,52,2024-12-21,2024-12-27,30
Trincomalee,2025,1,2024-12-28,2025-01-03,28
Trincomalee,2025,2,2025-01-04,2025-01-10,34
Trincomalee,2025,3,2025-01-11,2025-01-17,34
Trincomalee,2025,4,2025-01-18,2025-01-24,23
Trincomalee,2025,5,2025-01-25,2025-01-31,22
Trincomalee,2025,6,2025-02-01,2025-02-07,28
Trincomalee,2025,7,2025-02-08,2025-02-14,28
Trincomalee,2025,8,2025-02-15,2025-02-21,29
Trincomalee,2025,9,2025-02-22,2025-02-28,25
Trincomalee,2025,10,2025-03-01,2025-03-07,17
Trincomalee,2025,11,2025-03-08,2025-03-14,25
Trincomalee,2025,12,2025-03-15,2025-03-21,23
Trincomalee,2025,13,2025-03-22,2025-03-28,28
Trincomalee,2025,14,2025-03-29,2025-04-04,36
Trincomalee,2025,15,2025-04-05,2025-04-11,33
Trincomalee,2025,16,2025-04-12,2025-04-18,44
Trincomalee,2025,17,2025-04-19,2025-04-25,46
Trincomalee,2025,18,2025-04-26,2025-05-02,64
Trincomalee,2025,19,2025-05-03,2025-05-09,55
Trincomalee,2025,20,2025-05-10,2025-05-16,45
Trincomalee,2025,21,2025-05-17,2025-05-23,43
Trincomalee,2025,22,2025-05-24,2025-05-30,39
Trincomalee,2025,23,2025-05-31,2025-06-06,40
Trincomalee,2025,24,2025-06-07,2025-06-13,16
Trincomalee,2025,25,2025-06-14,2025-06-20,16
Trincomalee,2025,26,2025-06-21,2025-06-27,12
Trincomalee,2025,27,2025-06-28,2025-07-04,8
Trincomalee,2025,28,2025-07-05,2025-07-11,11
Trincomalee,2025,29,2025-07-12,2025-07-18,11
Trincomalee,2025,30,2025-07-19,2025-07-25,7
Trincomalee,2025,31,2025-07-26,2025-08-01,9
Trincomalee,2025,32,2025-08-02,2025-08-08,4
Trincomalee,2025,33,2025-08-09,2025-08-15,2
Trincomalee,2025,34,2025-08-16,2025-08-22,4
Trincomalee,2025,35,2025-08-23,2025-08-29,4
Trincomalee,2025,36,2025-08-30,2025-09-05,3
Trincomalee,2025,37,2025-09-06,2025-09-12,5
Trincomalee,2025,38,2025-09-13,2025-09-19,2
Trincomalee,2025,39,2025-09-20,2025-09-26,6
Trincomalee,2025,40,2025-09-27,2025-10-03,8
Trincomalee,2025,41,2025-10-04,2025-10-10,1
Trincomalee,2025,42,2025-10-11,2025-10-17,5
Trincomalee,2025,43,2025-10-18,2025-10-24,7
Trincomalee,2025,44,2025-10-25,2025-10-31,15
Trincomalee,2025,45,2025-11-01,2025-11-07,12
Trincomalee,2025,46,2025-11-08,2025-11-14,11
Trincomalee,2025,47,2025-11-15,2025-11-21,19
Trincomalee,2025,48,2025-11-22,2025-11-28,16
Trincomalee,2025,49,2025-11-29,2025-12-05,8
Trincomalee,2025,50,2025-12-06,2025-12-12,26
Trincomalee,2025,51,2025-12-13,2025-12-19,9
Trincomalee,2025,52,2025-12-20,2025-12-26,18
Trincomalee,2026,1,2025-12-29,2026-01-04,15
Trincomalee,2026,2,2026-01-05,2026-01-11,26
Trincomalee,2026,3,2026-01-12,2026-01-18,20
Trincomalee,2026,4,2026-01-19,2026-01-25,16
Trincomalee,2026,5,2026-01-26,2026-02-01,17
Trincomalee,2026,6,2026-02-02,2026-02-08,17
Trincomalee,2026,7,2026-02-09,2026-02-15,22
Trincomalee,2026,8,2026-02-16,2026-02-22,16
Trincomalee,2026,9,2026-02-23,2026-03-01,13
Trincomalee,2026,10,2026-03-02,2026-03-08,8
Trincomalee,2026,11,2026-03-09,2026-03-15,27
Trincomalee,2026,12,2026-03-16,2026-03-22,20
Trincomalee,2026,13,2026-03-23,2026-03-29,30
Trincomalee,2026,14,2026-03-30,2026-04-05,18
Trincomalee,2026,15,2026-04-06,2026-04-12,22
Trincomalee,2026,16,2026-04-13,2026-04-19,24
Trincomalee,2026,17,2026-04-20,2026-04-26,26
Trincomalee,2026,18,2026-04-27,2026-05-03,9
Trincomalee,2026,19,2026-05-04,2026-05-10,35
Trincomalee,2026,20,2026-05-11,2026-05-17,20
Trincomalee,2026,21,2026-05-18,2026-05-24,25
Trincomalee,2026,22,2026-05-25,2026-05-31,21
Trincomalee,2026,23,2026-06-01,2026-06-07,38
Trincomalee,2026,24,2026-06-08,2026-06-14,39
Trincomalee,2026,25,2026-06-15,2026-06-21,32
Vavuniya,2006,52,2006-12-23,2006-12-29,3
Vavuniya,2007,1,2006-12-30,2007-01-05,3
Vavuniya,2007,2,2007-01-06,2007-01-12,0
Vavuniya,2007,3,2007-01-13,2007-01-19,0
Vavuniya,2007,4,2007-01-20,2007-01-26,2
Vavuniya,2007,5,2007-01-27,2007-02-02,0
Vavuniya,2007,6,2007-02-03,2007-02-09,2
Vavuniya,2007,7,2007-02-10,2007-02-16,0
Vavuniya,2007,8,2007-02-17,2007-02-23,2
Vavuniya,2007,9,2007-02-24,2007-03-02,0
Vavuniya,2007,10,2007-03-03,2007-03-09,0
Vavuniya,2007,11,2007-03-10,2007-03-16,0
Vavuniya,2007,12,2007-03-17,2007-03-23,0
Vavuniya,2007,13,2007-03-24,2007-03-30,0
Vavuniya,2007,14,2007-03-31,2007-04-06,0
Vavuniya,2007,15,2007-04-07,2007-04-13,0
Vavuniya,2007,16,2007-04-14,2007-04-20,0
Vavuniya,2007,17,2007-04-21,2007-04-27,0
Vavuniya,2007,18,2007-04-28,2007-05-04,0
Vavuniya,2007,19,2007-05-05,2007-05-11,0
Vavuniya,2007,20,2007-05-12,2007-05-18,0
Vavuniya,2007,21,2007-05-19,2007-05-25,0
Vavuniya,2007,22,2007-05-26,2007-06-01,0
Vavuniya,2007,23,2007-06-02,2007-06-08,0
Vavuniya,2007,24,2007-06-09,2007-06-15,0
Vavuniya,2007,25,2007-06-16,2007-06-22,0
Vavuniya,2007,26,2007-06-23,2007-06-29,1
Vavuniya,2007,27,2007-06-30,2007-07-06,1
Vavuniya,2007,28,2007-07-07,2007-07-13,0
Vavuniya,2007,29,2007-07-14,2007-07-20,0
Vavuniya,2007,30,2007-07-21,2007-07-27,0
Vavuniya,2007,31,2007-07-28,2007-08-03,0
Vavuniya,2007,32,2007-08-04,2007-08-10,0
Vavuniya,2007,33,2007-08-11,2007-08-17,0
Vavuniya,2007,34,2007-08-18,2007-08-24,0
Vavuniya,2007,35,2007-08-25,2007-08-31,1
Vavuniya,2007,36,2007-09-01,2007-09-07,2
Vavuniya,2007,37,2007-09-08,2007-09-14,2
Vavuniya,2007,38,2007-09-15,2007-09-21,0
Vavuniya,2007,39,2007-09-22,2007-09-28,0
Vavuniya,2007,40,2007-09-29,2007-10-05,2
Vavuniya,2007,41,2007-10-06,2007-10-12,1
Vavuniya,2007,42,2007-10-13,2007-10-19,3
Vavuniya,2007,43,2007-10-20,2007-10-26,1
