District,Year,Week,Number_of_Cases,KDE_baseline
Trincomalee,2022,18,89,8.284451804852541e-09
Trincomalee,2022,19,50,5.4369597656817245e-09
Trincomalee,2022,20,21,3.2638092156943007e-09
Trincomalee,2022,21,18,2.8127475220032217e-09
Trincomalee,2022,22,21,3.074375175283339e-09
Trincomalee,2022,23,16,2.3942250172100017e-09
Trincomalee,2022,24,6,1.9576091852439552e-09
Trincomalee,2022,25,20,3.5037021315310513e-09
Trincomalee,2022,26,4,1.4333541181862534e-09
Trincomalee,2022,27,8,2.1281561980098293e-09
Trincomalee,2022,28,6,1.413751638624116e-09
Trincomalee,2022,29,6,1.7513362445370229e-09
Trincomalee,2022,30,1,1.3232116371214333e-09
Trincomalee,2022,31,4,1.305706429298218e-09
Trincomalee,2022,32,4,1.036958626199816e-09
Trincomalee,2022,33,3,1.1797575044707833e-09
Trincomalee,2022,34,1,9.360196417489066e-10
Trincomalee,2022,35,0,5.6911715629277e-10
Trincomalee,2022,36,2,4.479284712884875e-10
Trincomalee,2022,37,0,7.841804050710388e-15
Trincomalee,2022,38,5,1.5152614512957472e-09
Trincomalee,2022,39,2,1.0328886384670088e-09
Trincomalee,2022,40,7,1.3459056691757535e-09
Trincomalee,2022,41,6,1.5108067722565789e-09
Trincomalee,2022,42,5,1.2384277585761248e-09
Trincomalee,2022,44,8,1.6290810420526853e-09
Trincomalee,2022,45,0,9.411699966351254e-10
Trincomalee,2022,46,6,1.629901416493385e-09
Trincomalee,2022,47,4,1.4058312262711147e-09
Trincomalee,2022,48,10,1.8773591243752734e-09
Trincomalee,2022,49,15,2.081024753495767e-09
Trincomalee,2022,50,12,1.7363651036294296e-09
Trincomalee,2022,51,21,2.866700818875369e-09
Trincomalee,2022,52,23,3.218263192266441e-09
Trincomalee,2023,1,19,3.698214541523675e-09
Trincomalee,2023,2,31,5.610867147230437e-09
Trincomalee,2023,3,41,6.037145968174263e-09
Trincomalee,2023,4,34,4.7908715190344864e-09
Trincomalee,2023,5,22,4.017382242312292e-09
Trincomalee,2023,6,35,5.4126163921703785e-09
Trincomalee,2023,7,68,7.159284879457784e-09
Trincomalee,2023,8,29,4.6693140746200056e-09
Trincomalee,2023,9,74,8.003159900384077e-09
Trincomalee,2023,10,51,6.352515820282609e-09
Trincomalee,2023,11,41,5.021893597746372e-09
Trincomalee,2023,12,86,9.455497555229155e-09
Trincomalee,2023,13,108,1.0687169608222674e-08
Trincomalee,2023,14,118,1.1860029137225456e-08
Trincomalee,2023,15,81,9.831226613279425e-09
Trincomalee,2023,16,156,1.7651702059395597e-08
Trincomalee,2023,17,122,1.2273545207571504e-08
Trincomalee,2023,18,101,1.0677019522407729e-08
Trincomalee,2023,19,75,9.476173997518457e-09
Trincomalee,2023,20,91,1.0122616950543747e-08
Trincomalee,2023,21,38,6.717078598382338e-09
Trincomalee,2023,22,82,1.0287043330986262e-08
Trincomalee,2023,23,77,9.400489836353187e-09
Trincomalee,2023,24,70,1.0115055782396163e-08
Trincomalee,2023,25,53,7.245950452201622e-09
Trincomalee,2023,26,34,5.132606691043345e-09
Trincomalee,2023,27,23,4.617787955798244e-09
Trincomalee,2023,28,28,4.812229152623747e-09
Trincomalee,2023,29,13,3.515604434007588e-09
Trincomalee,2023,30,18,3.0857685132251064e-09
Trincomalee,2023,31,13,3.121952482399179e-09
Trincomalee,2023,32,4,2.495239125643654e-09
Trincomalee,2023,33,6,2.2098357788736713e-09
Trincomalee,2023,34,11,2.728615804169337e-09
Trincomalee,2023,35,2,1.4241223220702025e-09
Trincomalee,2023,36,8,1.6585276909252064e-09
Trincomalee,2023,37,2,1.2195732986037919e-09
Trincomalee,2023,38,2,1.1024408996236074e-09
Trincomalee,2023,39,3,1.0312174321553328e-09
Trincomalee,2023,40,8,1.6010665924654793e-09
Trincomalee,2023,41,6,1.5175069703201518e-09
Trincomalee,2023,42,5,1.6309250104020614e-09
Trincomalee,2023,43,8,2.580442950639959e-09
Trincomalee,2023,44,14,3.603794916313929e-09
Trincomalee,2023,45,1,9.313638553789475e-10
Trincomalee,2023,46,6,1.4844474694387293e-09
Trincomalee,2023,47,5,1.9859217838427467e-09
Trincomalee,2023,48,21,4.5710451388304945e-09
Trincomalee,2023,49,20,6.49617115404696e-09
Trincomalee,2023,50,21,6.399072982932826e-09
Trincomalee,2023,51,28,7.98623109742741e-09
Trincomalee,2023,52,23,6.595661978814263e-09
Trincomalee,2024,1,42,8.833011279639686e-09
Trincomalee,2024,2,50,8.486903771881407e-09
Trincomalee,2024,3,33,8.970514974996349e-09
Trincomalee,2024,4,42,7.103801939330307e-09
Trincomalee,2024,5,29,4.900055308058615e-09
Trincomalee,2024,6,31,6.44806210879932e-09
Trincomalee,2024,7,33,6.644327244275576e-09
Trincomalee,2024,8,26,5.0490550365510065e-09
Trincomalee,2024,9,26,4.068520621458842e-09
Trincomalee,2024,10,13,3.498596529934018e-09
Trincomalee,2024,11,23,3.9431616095794095e-09
Trincomalee,2024,12,21,3.2653000965409113e-09
Trincomalee,2024,13,12,2.107979429047096e-09
Trincomalee,2024,14,7,1.4319153455933451e-09
Trincomalee,2024,15,9,1.4822426083944225e-09
Trincomalee,2024,16,17,2.057846441495968e-09
Trincomalee,2024,17,9,1.4024175812410792e-09
Trincomalee,2024,18,19,2.4146671515065228e-09
Trincomalee,2024,19,18,2.4137182252996587e-09
Trincomalee,2024,20,12,1.7389030518543549e-09
Trincomalee,2024,21,6,1.2948682113076007e-09
Trincomalee,2024,22,7,1.192233819030735e-09
Trincomalee,2024,23,10,1.5471024929902872e-09
Trincomalee,2024,24,7,1.4699340234544835e-09
Trincomalee,2024,25,12,1.8385653178691245e-09
Trincomalee,2024,26,10,2.1433356860149658e-09
Trincomalee,2024,27,11,1.7767405618422193e-09
Trincomalee,2024,28,7,1.9175080036090627e-09
Trincomalee,2024,29,14,2.484076250947454e-09
Trincomalee,2024,30,8,1.8379472642935937e-09
Trincomalee,2024,31,12,2.415864723619595e-09
Trincomalee,2024,32,12,2.015960919511113e-09
Trincomalee,2024,33,10,2.1667169805141204e-09
Trincomalee,2024,34,3,1.6289159197751684e-09
Trincomalee,2024,35,8,1.9230614298277485e-09
Trincomalee,2024,36,2,1.0216969105125143e-09
Trincomalee,2024,37,6,1.5083518120765992e-09
Trincomalee,2024,38,3,1.1351323610508785e-09
Trincomalee,2024,39,2,1.1889890680925722e-09
Trincomalee,2024,40,2,1.0477827499948234e-09
Trincomalee,2024,41,5,1.5866400776015672e-09
Trincomalee,2024,42,3,8.347001864236578e-10
Trincomalee,2024,43,4,1.3596903614885924e-09
Trincomalee,2024,44,9,1.510249154896597e-09
Trincomalee,2024,45,8,1.8134484884674712e-09
Trincomalee,2024,46,16,2.4040725422112842e-09
Trincomalee,2024,47,13,2.337052734996168e-09
Trincomalee,2024,48,9,2.4722366769958056e-09
Trincomalee,2024,49,14,2.4975606546963423e-09
Trincomalee,2024,50,20,3.1005463353704887e-09
Trincomalee,2024,51,19,3.0804354665878813e-09
Trincomalee,2024,52,30,4.149293759418295e-09
Trincomalee,2025,1,28,4.9722050599574255e-09
Trincomalee,2025,2,34,4.680778112683406e-09
Trincomalee,2025,3,34,5.073765620738028e-09
Trincomalee,2025,4,23,3.833537085252273e-09
Trincomalee,2025,5,22,3.883768495634447e-09
Trincomalee,2025,6,28,4.5530664147536546e-09
Trincomalee,2025,7,28,4.5530664147536546e-09
Trincomalee,2025,8,29,4.817485222115831e-09
Trincomalee,2025,9,25,3.86499571047949e-09
Trincomalee,2025,10,17,3.838363843119937e-09
Trincomalee,2025,11,25,3.1776897147102615e-09
Trincomalee,2025,12,23,2.995457524959692e-09
Trincomalee,2025,13,28,3.417849719492193e-09
Trincomalee,2025,14,36,4.334497477457718e-09
Trincomalee,2025,15,33,4.6303675279920885e-09
Trincomalee,2025,16,44,5.280462872385361e-09
Trincomalee,2025,17,46,6.305301398147152e-09
Trincomalee,2025,18,64,7.56603185413043e-09
Trincomalee,2025,19,55,6.340833421014122e-09
Trincomalee,2025,20,45,5.408154014906442e-09
Trincomalee,2025,21,43,5.253062783518719e-09
Trincomalee,2025,22,39,5.163883181322418e-09
Trincomalee,2025,23,40,5.662858267985223e-09
Trincomalee,2025,24,16,2.9467691479796894e-09
Trincomalee,2025,25,16,3.774268293861734e-09
Trincomalee,2025,26,12,2.481136932716561e-09
Trincomalee,2025,27,8,2.320136672978042e-09
Trincomalee,2025,28,11,2.1714200345317945e-09
Trincomalee,2025,29,11,2.678763571251573e-09
Trincomalee,2025,30,7,2.101216945221793e-09
Trincomalee,2025,31,9,1.6867122045559885e-09
Trincomalee,2025,32,4,1.1342557610842356e-09
Trincomalee,2025,33,2,8.157997489996069e-10
Trincomalee,2025,34,4,1.1091569606766565e-09
Trincomalee,2025,35,4,1.0056575060340316e-09
Trincomalee,2025,36,3,1.0403754117866228e-09
Trincomalee,2025,37,5,1.1026702181074654e-09
Trincomalee,2025,38,2,9.969209134204764e-10
Trincomalee,2025,39,6,1.098912823006108e-09
Trincomalee,2025,40,8,1.5195537121201803e-09
Trincomalee,2025,41,1,9.295351683088425e-10
Trincomalee,2025,42,5,1.2492196064044494e-09
Trincomalee,2025,43,7,1.3239410121120411e-09
Trincomalee,2025,44,15,2.1135847341292623e-09
Trincomalee,2025,45,12,1.915571079191128e-09
Trincomalee,2025,46,11,2.4735922653600783e-09
Trincomalee,2025,47,19,3.1682005847927866e-09
Trincomalee,2025,48,16,2.2287910597014514e-09
Trincomalee,2025,49,8,1.567291277791484e-09
Trincomalee,2025,50,26,3.208705269978774e-09
Trincomalee,2025,51,9,2.3310212970662436e-09
Trincomalee,2025,52,18,3.160753200164232e-09
Trincomalee,2026,1,15,2.9750349305564995e-09
Trincomalee,2026,2,26,3.786037106778157e-09
Trincomalee,2026,3,20,4.152895222775126e-09
Trincomalee,2026,4,16,3.4444228273580393e-09
Trincomalee,2026,5,17,4.01006324452946e-09
Trincomalee,2026,6,17,3.733531781910923e-09
Trincomalee,2026,7,22,3.8979313430636025e-09
Trincomalee,2026,8,16,3.162672809836009e-09
Trincomalee,2026,9,13,2.754458582975187e-09
Trincomalee,2026,10,8,2.2945368225242476e-09
Trincomalee,2026,11,27,4.7857122205769704e-09
Trincomalee,2026,12,20,3.03287226808148e-09
Trincomalee,2026,13,30,4.350169450575035e-09
Trincomalee,2026,14,18,4.74750180047621e-09
Trincomalee,2026,15,22,3.799742945756071e-09
Trincomalee,2026,16,24,2.9477089002775803e-09
Trincomalee,2026,17,26,4.548965954716057e-09
Trincomalee,2026,18,9,2.27986498218172e-09
Trincomalee,2026,19,35,5.073635567061567e-09
Trincomalee,2026,20,20,3.5980902126192573e-09
Trincomalee,2026,21,25,4.367062941114163e-09
Trincomalee,2026,22,21,3.4635183270702812e-09
Trincomalee,2026,23,38,6.279372959224796e-09
Trincomalee,2026,24,39,1.4407913109997036e-08
Trincomalee,2026,25,32,8.903730710751292e-09
Vavuniya,2007,1,3,5.390562142590962e-10
Vavuniya,2007,2,0,2.6344602978951485e-10
Vavuniya,2007,3,0,2.6732748480725897e-10
Vavuniya,2007,4,2,4.3537928609975536e-10
Vavuniya,2007,5,0,2.485023918857163e-10
Vavuniya,2007,6,2,3.501967889309398e-10
Vavuniya,2007,7,0,1.3965779361642138e-10
Vavuniya,2007,8,2,2.7111968441428275e-10
Vavuniya,2007,9,0,8.05685566129134e-11
Vavuniya,2007,10,0,2.2569229578620703e-10
Vavuniya,2007,11,0,1.4787206124579098e-10
Vavuniya,2007,12,0,7.993987617411723e-11
Vavuniya,2007,13,0,3.7928045214478854e-11
Vavuniya,2007,14,0,1.1634059023167234e-10
Vavuniya,2007,15,0,1.0965463773446479e-10
Vavuniya,2007,16,0,1.3478711290005217e-10
Vavuniya,2007,17,0,1.0247300991512016e-10
Vavuniya,2007,18,0,8.784706413118581e-11
Vavuniya,2007,19,0,2.6046278293579533e-10
Vavuniya,2007,20,0,2.1592615770061058e-10
Vavuniya,2007,21,0,3.83410750830196e-11
Vavuniya,2007,22,0,3.363484032722341e-10
Vavuniya,2007,23,0,6.713504292966346e-10
Vavuniya,2007,24,0,5.559056891174216e-10
Vavuniya,2007,25,0,4.779515567932246e-10
Vavuniya,2007,26,1,6.119302443056563e-10
Vavuniya,2007,27,1,1.3187744568470119e-09
Vavuniya,2007,28,0,7.002098603412203e-10
Vavuniya,2007,29,0,5.244882623237286e-10
Vavuniya,2007,30,0,6.315124604969101e-10
Vavuniya,2007,31,0,4.525432591757173e-10
Vavuniya,2007,32,0,8.306923025261912e-11
Vavuniya,2007,33,0,1.4927735446941756e-10
Vavuniya,2007,34,0,9.980249463014896e-11
Vavuniya,2007,35,1,2.5875621576715076e-10
Vavuniya,2007,36,2,6.622344661372512e-10
Vavuniya,2007,37,2,6.76159600952874e-10
Vavuniya,2007,38,0,7.168860445330547e-10
Vavuniya,2007,39,0,1.796283822100167e-10
Vavuniya,2007,40,2,9.233156024097611e-10
Vavuniya,2007,41,1,7.255942960629349e-10
Vavuniya,2007,42,3,8.840208132748696e-10
Vavuniya,2007,43,1,7.636158328081284e-10
Vavuniya,2007,44,0,4.361078538279225e-10
Vavuniya,2007,45,0,7.110673653690843e-10
Vavuniya,2007,46,0,7.482350706159167e-10
Vavuniya,2007,47,2,5.196774515665641e-10
Vavuniya,2007,48,4,8.155497534135506e-10
Vavuniya,2007,49,3,8.988044025092561e-10
Vavuniya,2007,50,2,1.233054261839942e-09
Vavuniya,2007,51,0,1.3458165730428486e-09
Vavuniya,2007,52,1,1.4256211767941775e-09
Vavuniya,2008,1,3,1.2594636603157558e-09
Vavuniya,2008,2,0,3.3192838315029723e-10
Vavuniya,2008,3,2,7.917427734776545e-10
Vavuniya,2008,4,2,5.685685714431608e-10
Vavuniya,2008,5,2,5.627193958452674e-10
Vavuniya,2008,6,0,5.394204382066307e-10
Vavuniya,2008,7,0,5.109697824295725e-10
Vavuniya,2008,8,0,6.556134089104274e-10
Vavuniya,2008,9,1,7.050973128478478e-10
Vavuniya,2008,10,0,7.420679523160223e-10
Vavuniya,2008,11,0,3.2314414809579504e-10
Vavuniya,2008,12,0,2.480570928816668e-10
Vavuniya,2008,13,0,4.688419520257895e-10
Vavuniya,2008,14,0,4.099563938287631e-10
Vavuniya,2008,15,0,1.8947925627764274e-10
Vavuniya,2008,16,0,2.7207857413598846e-10
Vavuniya,2008,17,0,5.412243430506408e-10
Vavuniya,2008,18,0,1.4555003453304037e-10
Vavuniya,2008,19,0,4.386806294637991e-10
Vavuniya,2008,20,0,8.383439831438095e-11
Vavuniya,2008,21,0,8.49888584731209e-11
Vavuniya,2008,22,0,1.7494841607929955e-10
Vavuniya,2008,23,0,1.3146582369035027e-10
Vavuniya,2008,24,0,8.254723986362572e-11
Vavuniya,2008,25,0,3.7591080181353933e-11
Vavuniya,2008,26,0,1.6974991511295776e-10
Vavuniya,2008,27,0,6.507080787764887e-11
Vavuniya,2008,28,0,6.178473765862079e-11
Vavuniya,2008,29,0,6.693939876561278e-11
Vavuniya,2008,30,0,1.1005005767190811e-10
Vavuniya,2008,31,1,1.428416416232295e-10
Vavuniya,2008,32,0,9.773774079830726e-11
Vavuniya,2008,33,0,7.271116950819291e-11
Vavuniya,2008,34,0,2.1589991086998334e-10
Vavuniya,2008,35,0,4.3342433069185914e-11
Vavuniya,2008,36,0,8.755554012583861e-11
Vavuniya,2008,37,0,3.7228417707400574e-10
Vavuniya,2008,38,0,1.8884599024423826e-10
Vavuniya,2008,39,0,6.434378907371521e-11
Vavuniya,2008,40,1,2.397015187548735e-10
Vavuniya,2008,41,0,1.1565645273543113e-10
Vavuniya,2008,42,0,1.63089412275247e-10
Vavuniya,2008,43,0,9.767047449862955e-11
Vavuniya,2008,44,0,7.396805748194317e-11
Vavuniya,2008,45,0,1.0724320099294197e-10
Vavuniya,2008,46,0,1.1840236830182135e-10
Vavuniya,2008,47,0,1.5448801379939066e-10
Vavuniya,2008,48,0,1.6687809518457175e-10
Vavuniya,2008,49,0,9.681921268006162e-11
Vavuniya,2008,50,0,1.1026437423299291e-10
Vavuniya,2008,51,0,3.9376529919427353e-10
Vavuniya,2008,52,0,4.3631722424839975e-10
Vavuniya,2009,1,0,3.500349248980967e-10
Vavuniya,2009,2,0,2.789256450619751e-10
Vavuniya,2009,3,0,3.082357888781402e-10
Vavuniya,2009,4,2,7.282656194665603e-10
Vavuniya,2009,5,0,3.871850841264276e-10
Vavuniya,2009,6,0,4.0614918467934775e-10
Vavuniya,2009,7,0,3.464814839953845e-10
Vavuniya,2009,8,0,4.2496941942214345e-10
Vavuniya,2009,9,0,5.62673246125135e-10
Vavuniya,2009,10,0,6.055439041468832e-10
Vavuniya,2009,11,0,1.7099321224175475e-09
Vavuniya,2009,12,0,1.917877093323058e-09
Vavuniya,2009,13,0,1.1248682926691378e-09
Vavuniya,2009,14,0,6.618610071681531e-10
Vavuniya,2009,15,0,3.285644959526846e-10
Vavuniya,2009,16,0,1.799325698883632e-09
Vavuniya,2009,17,0,1.3278379625510815e-09
Vavuniya,2009,18,0,7.184331812255467e-10
Vavuniya,2009,19,0,2.126445749515099e-09
Vavuniya,2009,20,0,1.108654515138574e-09
Vavuniya,2009,21,2,2.045136264018205e-09
Vavuniya,2009,22,0,2.3439247701692145e-09
Vavuniya,2009,23,0,2.4987790202818375e-09
Vavuniya,2009,24,0,3.5861152047952716e-09
Vavuniya,2009,25,3,5.775084508779142e-09
Vavuniya,2009,26,1,4.0642762606140255e-09
Vavuniya,2009,27,0,3.70485518489449e-09
Vavuniya,2009,28,0,3.812305626389589e-09
Vavuniya,2009,29,1,2.1568141863625133e-09
Vavuniya,2009,30,0,2.0320326518887405e-09
Vavuniya,2009,31,0,2.6991495905118136e-09
Vavuniya,2009,32,2,2.115268628702366e-09
Vavuniya,2009,33,2,2.2206732503580986e-09
Vavuniya,2009,34,2,1.6526659181168554e-09
Vavuniya,2009,35,0,8.98698474153564e-10
Vavuniya,2009,36,7,1.3921116351365425e-09
Vavuniya,2009,37,11,1.8451391571831697e-09
Vavuniya,2009,38,11,1.5044448640563762e-09
Vavuniya,2009,39,16,1.987293814114627e-09
Vavuniya,2009,40,26,2.703861838157389e-09
Vavuniya,2009,41,17,2.4201877610644487e-09
Vavuniya,2009,42,18,2.601896409904411e-09
Vavuniya,2009,43,21,2.710494672752159e-09
Vavuniya,2009,44,16,1.9385316616967868e-09
Vavuniya,2009,45,15,1.9626721928878425e-09
Vavuniya,2009,46,43,4.566736091447115e-09
Vavuniya,2009,47,56,5.028313380709923e-09
Vavuniya,2009,48,49,4.2723537575073535e-09
Vavuniya,2009,49,79,7.604183868765561e-09
Vavuniya,2009,50,143,1.3282131907059517e-08
Vavuniya,2009,51,154,1.3694271150833148e-08
Vavuniya,2009,52,192,1.7949939651699912e-08
Vavuniya,2009,53,209,2.101814340576762e-08
Vavuniya,2010,1,174,1.86922642184903e-08
Vavuniya,2010,2,82,1.3242614456494615e-08
Vavuniya,2010,3,55,7.646428407317869e-09
Vavuniya,2010,4,2,3.5219370927319935e-09
Vavuniya,2010,5,30,1.2525684791845072e-08
Vavuniya,2010,6,24,1.2267343988180974e-08
Vavuniya,2010,7,22,5.906019868277571e-09
Vavuniya,2010,8,13,4.7530715186248335e-09
Vavuniya,2010,9,11,3.7413269569645855e-09
Vavuniya,2010,10,4,3.1171931042894818e-09
Vavuniya,2010,11,19,3.458917337641623e-09
Vavuniya,2010,12,5,1.055604672395169e-09
Vavuniya,2010,13,1,4.6012006798536234e-10
Vavuniya,2010,14,0,8.259579124663779e-10
Vavuniya,2010,15,5,1.2915048399107925e-09
Vavuniya,2010,16,2,2.1155591490587593e-09
Vavuniya,2010,17,2,1.1791277816089396e-09
Vavuniya,2010,18,3,1.093529329370945e-09
Vavuniya,2010,19,0,1.321465032599816e-09
Vavuniya,2010,20,1,8.00420138851931e-10
Vavuniya,2010,21,2,1.06217032963646e-09
Vavuniya,2010,22,6,2.432139942965449e-09
Vavuniya,2010,23,1,1.537875015388339e-09
Vavuniya,2010,24,5,2.4197066122177433e-09
Vavuniya,2010,25,6,3.7158842019238483e-09
Vavuniya,2010,26,5,4.1091272066272724e-09
Vavuniya,2010,27,7,2.8126197915186555e-09
Vavuniya,2010,28,2,2.6463628114588656e-09
Vavuniya,2010,29,6,3.071458004902216e-09
Vavuniya,2010,30,5,3.571224391025037e-09
Vavuniya,2010,31,4,5.830618476499002e-09
Vavuniya,2010,32,6,4.387260545322622e-09
Vavuniya,2010,33,5,2.780913022109982e-09
Vavuniya,2010,34,2,2.320942769488161e-09
Vavuniya,2010,35,5,1.72511282840115e-09
Vavuniya,2010,36,1,2.225645793801806e-09
Vavuniya,2010,37,1,2.3722354994479346e-09
Vavuniya,2010,38,4,1.4277507979553245e-09
Vavuniya,2010,39,2,9.34599917459381e-10
Vavuniya,2010,40,1,9.680109193194407e-10
Vavuniya,2010,41,0,3.727119769314204e-10
Vavuniya,2010,42,0,9.728241666642134e-10
Vavuniya,2010,43,0,6.476360302292635e-10
Vavuniya,2010,44,1,5.211552607712837e-10
Vavuniya,2010,45,1,8.083191617254001e-10
Vavuniya,2010,46,1,5.439186950713184e-10
Vavuniya,2010,47,0,1.4620880407345269e-09
Vavuniya,2010,48,0,9.099453476479848e-10
Vavuniya,2010,49,0,9.180242079489804e-10
Vavuniya,2010,50,2,9.176754579222211e-10
Vavuniya,2010,51,2,8.199402443511723e-10
Vavuniya,2010,52,0,8.655850153419775e-10
Vavuniya,2011,1,0,5.318221501107935e-10
Vavuniya,2011,2,3,1.027153652413052e-09
Vavuniya,2011,3,5,9.050788391078878e-10
Vavuniya,2011,4,2,7.557646021113497e-10
Vavuniya,2011,5,1,5.151800621314295e-10
Vavuniya,2011,6,1,5.923341471695007e-10
Vavuniya,2011,7,0,7.697749919248254e-10
Vavuniya,2011,8,0,6.53500269568998e-10
Vavuniya,2011,9,2,7.014602520920808e-10
Vavuniya,2011,10,10,1.5980762246939915e-09
Vavuniya,2011,11,2,7.076780074149634e-10
Vavuniya,2011,12,1,4.056443623375292e-10
Vavuniya,2011,13,2,3.206429722082651e-10
Vavuniya,2011,14,0,4.900583580919115e-10
Vavuniya,2011,15,0,2.756665058831042e-10
Vavuniya,2011,16,2,6.995534203406566e-10
Vavuniya,2011,17,0,4.958325238244093e-10
Vavuniya,2011,18,1,8.230905071620981e-10
Vavuniya,2011,19,2,6.470728953290159e-10
Vavuniya,2011,20,2,8.137332113795648e-10
Vavuniya,2011,21,2,1.2799572666377348e-09
Vavuniya,2011,22,2,1.0644619688003914e-09
Vavuniya,2011,23,3,1.1482865584531623e-09
Vavuniya,2011,24,1,7.889381358442801e-10
Vavuniya,2011,25,2,1.7931633185846406e-09
Vavuniya,2011,26,0,1.2958564244974396e-09
Vavuniya,2011,27,3,9.074005334518666e-10
Vavuniya,2011,28,2,1.1383896224924995e-09
Vavuniya,2011,29,3,1.0261358771069265e-09
Vavuniya,2011,30,0,9.508842347864086e-10
Vavuniya,2011,31,1,7.711057191262291e-10
Vavuniya,2011,32,0,6.221512574085205e-10
Vavuniya,2011,33,1,8.531648729591954e-10
Vavuniya,2011,34,0,1.0273894012724485e-09
Vavuniya,2011,35,1,1.0517553113600856e-09
Vavuniya,2011,36,0,2.8460202862784346e-10
Vavuniya,2011,37,1,5.820781114585312e-10
Vavuniya,2011,38,0,6.794099247804443e-10
Vavuniya,2011,39,0,5.659948388546231e-10
Vavuniya,2011,40,2,1.0424419744502028e-09
Vavuniya,2011,41,1,7.474581033837997e-10
Vavuniya,2011,42,0,8.803845856937187e-10
Vavuniya,2011,43,0,1.3694188232461292e-09
Vavuniya,2011,44,2,6.581566995230907e-10
Vavuniya,2011,45,0,4.560246560994007e-10
Vavuniya,2011,46,0,4.425840704205655e-10
Vavuniya,2011,47,2,9.778594691231752e-10
Vavuniya,2011,48,0,1.1426132963501446e-09
Vavuniya,2011,49,1,9.353851720469653e-10
Vavuniya,2011,50,0,1.4974611805509041e-09
Vavuniya,2011,51,2,1.486012903014048e-09
Vavuniya,2011,52,2,1.8378132251086015e-09
Vavuniya,2012,1,4,2.40390361881524e-09
Vavuniya,2012,2,3,2.161071914355223e-09
Vavuniya,2012,3,10,2.3307397161832006e-09
Vavuniya,2012,4,10,2.3307397161832006e-09
Vavuniya,2012,5,2,1.489109670806961e-09
Vavuniya,2012,6,1,1.0615971851059311e-09
Vavuniya,2012,7,2,1.2355362186732298e-09
Vavuniya,2012,8,0,6.622419528771158e-10
Vavuniya,2012,9,1,1.2441112195938653e-09
Vavuniya,2012,10,1,1.0684895231983598e-09
Vavuniya,2012,11,2,9.952587468717313e-10
Vavuniya,2012,12,1,3.513176505521041e-10
Vavuniya,2012,13,0,9.095213158792638e-10
Vavuniya,2012,14,0,4.297710859160963e-10
Vavuniya,2012,15,1,7.162665330866469e-10
Vavuniya,2012,16,0,1.1141602714200327e-09
Vavuniya,2012,17,0,1.7618251556545776e-10
Vavuniya,2012,18,0,3.648429425790867e-11
Vavuniya,2012,19,0,1.0836322104641427e-10
Vavuniya,2012,20,0,2.2608148960786745e-11
Vavuniya,2012,21,0,1.1327506746944503e-10
Vavuniya,2012,22,0,2.1115928896443875e-10
Vavuniya,2012,23,0,2.147525961300148e-10
Vavuniya,2012,24,0,5.496959149343506e-10
Vavuniya,2012,25,0,4.2909471499135423e-10
Vavuniya,2012,26,1,3.2235753391690655e-10
Vavuniya,2012,27,0,2.838737676809514e-10
Vavuniya,2012,28,0,5.413856813771233e-10
Vavuniya,2012,29,0,3.953719738452782e-10
Vavuniya,2012,30,0,4.564593929991089e-10
Vavuniya,2012,31,2,8.660935587620005e-10
Vavuniya,2012,32,4,1.5397267806428026e-09
Vavuniya,2012,33,0,7.757414005738287e-10
Vavuniya,2012,34,6,1.8517461112263531e-09
Vavuniya,2012,35,0,8.774026031771638e-10
Vavuniya,2012,36,9,1.8811997110421965e-09
Vavuniya,2012,37,7,1.7037752619429505e-09
Vavuniya,2012,38,0,8.877558502727082e-10
Vavuniya,2012,39,3,1.1833729261603552e-09
Vavuniya,2012,40,5,1.088820579973087e-09
Vavuniya,2012,41,0,2.0376490442866664e-09
Vavuniya,2012,42,1,1.876922779116158e-09
Vavuniya,2012,43,3,1.1897204824197448e-09
Vavuniya,2012,44,0,1.4462238973184037e-09
Vavuniya,2012,45,0,1.2185700789853126e-09
Vavuniya,2012,46,0,1.7629514615079621e-09
Vavuniya,2012,47,1,1.761858377494875e-09
Vavuniya,2012,48,3,2.8093288855375025e-09
Vavuniya,2012,49,3,4.362976892402748e-09
Vavuniya,2012,50,3,4.934225796515249e-09
Vavuniya,2012,51,1,1.8398578616139829e-09
Vavuniya,2012,52,4,2.767434191406849e-09
Vavuniya,2013,1,4,3.0695299391476805e-09
Vavuniya,2013,2,2,3.1945399559290317e-09
Vavuniya,2013,3,5,2.3743434023948324e-09
Vavuniya,2013,4,0,1.7430585275577855e-09
Vavuniya,2013,5,0,1.353321950819723e-09
Vavuniya,2013,6,1,7.194119061247303e-10
Vavuniya,2013,7,2,1.1957074522016374e-09
Vavuniya,2013,8,2,2.5666980222964996e-09
Vavuniya,2013,9,2,1.919315440517442e-09
Vavuniya,2013,10,0,1.909550197115426e-09
Vavuniya,2013,11,2,1.6882238978373592e-09
Vavuniya,2013,12,1,1.8094214038964522e-09
Vavuniya,2013,13,2,1.5750163068918628e-09
Vavuniya,2013,14,1,1.8510333552591835e-09
Vavuniya,2013,15,0,1.152616518538965e-09
Vavuniya,2013,16,1,1.2121960335835269e-09
Vavuniya,2013,17,1,1.6600503497708151e-09
Vavuniya,2013,18,0,1.4402435249364199e-09
Vavuniya,2013,19,3,1.9021690368746835e-09
Vavuniya,2013,20,0,9.25900459571543e-10
Vavuniya,2013,21,2,1.172688062486425e-09
